"ARVOREZINHA";"2011-05";"Furtos";"8"
"ARVOREZINHA";"2011-05";"Roubo de veículo";"1"
"ARVOREZINHA";"2011-06";"Delitos relacionados a armas e muniçoes";"1"
"ARVOREZINHA";"2011-06";"Delitos relacionados à corrupçao";"1"
"ARVOREZINHA";"2011-06";"Estelionato";"1"
"ARVOREZINHA";"2011-06";"Furtos";"5"
"AUGUSTO PESTANA";"2011-01";"Estelionato";"2"
"AUGUSTO PESTANA";"2011-01";"Furtos";"5"
"AUGUSTO PESTANA";"2011-02";"Estelionato";"1"
"AUGUSTO PESTANA";"2011-02";"Furtos";"9"
"AUGUSTO PESTANA";"2011-03";"Delitos relacionados a armas e muniçoes";"1"
"AUGUSTO PESTANA";"2011-03";"Furto de veículo";"3"
"AUGUSTO PESTANA";"2011-03";"Furtos";"2"
"AUGUSTO PESTANA";"2011-04";"Furtos";"4"
"AUGUSTO PESTANA";"2011-05";"Delitos relacionados a armas e muniçoes";"1"
"AUGUSTO PESTANA";"2011-05";"Estelionato";"1"
"AUGUSTO PESTANA";"2011-06";"Entorpecentes - Posse";"1"
"AUGUSTO PESTANA";"2011-06";"Furtos";"2"
